title,url,description,motscles,lieu,type,organization,statut,id,frequency,license,temporal_coverage.start,temporal_coverage.end,created_at,last_modified,quality_score,metric.reuses,metric.followers
Service des Constructions et Équipement : dossiers relatifs au 1% décoration [artistique] 1969-1986. Archives intermédiaires 1969-1996 de la Direction départementale de l'équipement du Nord,http://www.data.gouv.fr/fr/datasets/service-des-constructions-et-equipement-dossiers-relatifs-au-1-decoration-artistique-1969-1986-archives-intermediaires-1969-1996-de-la-direction-departementale-de-lequipement-du-nord/,"- Archives intermédiaires 1969-1996 de la Direction départementale de l'équipement du Nord (59) / DDE59-SCE 
- RTC MccMc 20-11-2018. Louvre-Lens. Les Rencontres 2018 du Tourisme Culturel. France, Ministère de la culture, le 20 novembre 2018. 
- CAOA France. M.H. Loi 1913 [20190926programme.pdf]. Conservations des antiquités et objets d'art. Thèmatiques HdF. Documents associés.
Hauts-de-France : art-déco 2019 design 2020.
Dossier. Art mural. Céramique. Lille. (3 réfs.)
Commande publique. Ville de Lille.
- Edouard Pignon 1976.
- Josiane Dimey 1983.
- Hervé di Rosa 2017.
Archives intermédiaires 1969-1996 de la Direction départementale de l'équipement du Nord (59) /DDE59-SCE .- Lille : AD59, 2014.- 44 p.; 142 réfs. 230 ko extent.pdf (bordereau de versement n°2061W)
dont
Josiane Dimey.
- 1975 réf.n°24 Malo-les-Bains. Collège.
- 1978 réf.n°31 Sains-du-Nord. Collège.
- 1980 réf. n°37 Pont-à-Marcq. Collège.
Edouard Pignon. 
- 1980 réf.n°33 Auby-les-Douai. Collège.
Service des Constructions et Équipement : dossiers relatifs au 1% décoration [artistique] 1969-1986.
du 01/01/1970 au 31/12/1996.
Art mural. Céramique. Mosaïque. Décor. Ornement. Arts du feu. émail. Seconde moitié du 20e siècle.",immobilier | histoire,Nord,autres,"RTC MccMc 20-11-2018. Louvre-Lens. Les Rencontres du Tourisme Culturel / France, Ministère de la culture, le 20 novembre 2018.",publié,5e26b9f2634f41621700e3da,punctual,Other (Public Domain),1970-01-01,1996-12-31,2020-01-21T09:44:34.357000,2020-10-21T16:36:25.042000,1.00,4,0
Cartes postales anciennes,http://www.data.gouv.fr/fr/datasets/cartes-postales-anciennes/,"La collection des cartes postales des Archives communales de Suresnes compte 294 unités, du début du XXème siècle à nos jours. Seules les cartes les plus anciennes figurent dans l’Open data, en raison des droits d’auteurs sur les images. L’intégralité de la collection est consultable aux Archives, 2 rue Carnot à Suresnes (horaires : <https://www.suresnes.fr/La-Ville/Archives-communales>).",AD | cartes-postales | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,5dd8b0abdee7e74c8b936949,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-11-23T05:08:11.207000,2019-07-08T09:48:37,0.56,0,0
Cartes et plans anciens,http://www.data.gouv.fr/fr/datasets/cartes-et-plans-anciens/,"Cartes et plans du 16e au 20e siècle, relatifs à l’ensemble de l’Île-de-France, et plus spécifiquement aux communes des Hauts-de-Seine.

* * *

Le fonds des cartes et plans conservé aux Archives départementales des Hauts-de-Seine est constitué de plus de 1000 documents, du XVIe siècle à nos jours. Il permet de décrire le territoire des communes des Hauts-de-Seine, de Paris et ses environs, voire de la France, et même dans quelques cas, le monde entier. Plus particulièrement, il illustre les étapes historiques de l’évolution de la région parisienne, et surtout du département des Hauts-de-Seine, tant d’un point de vue urbanistique qu’administratif. Entrés par voie extraordinaire (achats, dons), la plupart de ces documents sont des originaux. 

Le jeu de de données concerne deux sous-séries de cette collection : 

  * 4Fi Cartes et plans des environs de Paris :
Séries de documents concernant l’ensemble de l’actuelle région parisienne, depuis les cartes du « gouvernement de Paris » d’ancien régime jusqu’aux cartes du réseau RATP, en passant par les cartes des chasses impériales. 415 fichiers en ligne, concernant des documents du XVIe au XXe siècles. 
  * 5Fi Cartes et plans des communes du département des Hauts-de-Seine :
Classés par commune, ces documents sont pour la plupart datés du XIXe et XXe siècles. Nombreux sont les plans dressés par les Ponts et Chaussées vers la fin du XIXe siècle et par le Ministère de la reconstruction et de l’Urbanisme après la Seconde Guerre mondiale. 330 fichiers, concernant des documents du XVIIIe au XXe siècle. 


Sources complémentaires disponibles en ligne : 

  * Plans du cadastre napoléonien puis rénové (19e-20e siècle) 

Autres sources, non disponibles en ligne actuellement : 
  * Plans des carrières souterraines
  * Divers plans dans les archives des services de l’Etat, du Département et de leurs établissements (documents et autorisations d’urbanisme, plans de voirie, plans d’architecte, cadastre vert, etc.)",AD | cartes-et-plans | numérisation | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,5dba5c99dee7e724b3936949,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-10-31T05:01:29.645000,2019-09-15T22:00:00,0.56,0,0
Fréquentation du service éducatif des Archives de Rennes,http://www.data.gouv.fr/fr/datasets/frequentation-du-service-educatif-des-archives-de-rennes/,,AM | public,Rennes | Ille-et-Vilaine,archives,Rennes Métropole en accès libre,publié,5da141fb9ce2e74e5152078b,unknown,Open Data Commons Open Database License (ODbL),,,2019-10-12T05:01:14.957000,2021-09-30T12:11:19,0.44,0,0
Inventaire 2019 d'affiches administratives de 1789 à 1963 par les archives municipales - Ville d'Orléans,http://www.data.gouv.fr/fr/datasets/inventaire-2019-daffiches-administratives-de-1789-a-1963-par-les-archives-municipales-ville-dorleans/,"Inventaire d'affiches administratives sur la ville d'Orléans de la période 1789 - 1963 conservées dans les archives municipales (état en 2019).   


Service culturel d'Orléans Métrople, les Archives municipales et métropolitaines assurent la collecte, le traitement, la conservation et la communication au public des archives produites par les structures publiques locales (Ville, Métropole, CCAS, etc.) et privées (associations, familles, etc.). Ces missions, encadrées par le Code du Patrimoine, ont pour but sont organisées dans l'intérêt public tant pour les besoins de la gestion et de la justification des droits des personnes physiques ou morales, publiques ou privées, que pour la documentation historique de la recherche. 

Le jeu de données portent sur 2 701 affiches administratives issues du fonds municipal. Elles sont inventoriées à la pièce en sous-série 15Fi. Ce lot représente une collection de documents mise à plat pour des raisons de conservation. Il ne représente pas la totalité des affiches administratives conservées dans le fonds municipal. La plupart des affiches étant conservées pliées au sein des dossiers administratifs auxquelles elles se rapportent.",AM | affiches | histoire,Orléans | Loiret,archives,Orléans Métropole,publié,5da1178f06e3e7269129a305,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-10-12T02:00:15.710000,2019-10-21T10:16:28,0.56,0,0
Lorientais morts pour la France - Ville de Lorient,http://www.data.gouv.fr/fr/datasets/lorientais-morts-pour-la-france-ville-de-lorient/,"Liste des Lorientais portant la mention ""Mort pour la France"" depuis la Première Guerre mondiale jusqu'à nos jours. Ce jeu de données précise :

  * Le Nom et le prénom
  * Les dates de naissance et de décès
  * Le conflit au cours duquel à eu lieu le décès
  * Les lieux de naissance et de décès
  * Les codes Commune de naissance et de décès actualisés
  * Les départements de naissance et de décès
  * Les codes pays (norme ISO 3166) de naissance et de décès",AM | 1GM | 2GM | histoire | liste-d'individus,Lorient | Morbihan,archives,Ville de Lorient,publié,5d78407d9ce2e77dd0a1a62a,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-09-11T02:31:57.111000,2020-12-15T15:38:08,0.56,0,0
Fonds photographiques du Ministère de l'Europe et des Affaires Etrangères,http://www.data.gouv.fr/fr/datasets/fonds-photographiques-du-ministere-de-leurope-et-des-affaires-etrangeres/,"Lien pour accéder au fonds photographique du Ministère de l'Europe et des Affaires Étrangères :
https://www.diplomatie.gouv.fr/fr/photos-videos-publications-infographies/photos/

Les photos estampillées MEAE sont libres de reproduction avec mention de leur origine & hors toute utilisation commerciale.",ministère | photographies | histoire,Monde,archives,Ministère de l'Europe et des Affaires Etrangères (MEAE),publié,5d6d24d3634f41671d138838,punctual,License Not Specified,1900-01-01,2019-09-01,2019-09-02T16:18:59.938000,2019-09-02T16:39:38.500000,0.89,0,0
L'agenda des rendez-vous des Archives départementales de Haute-Garonne (openagenda),http://www.data.gouv.fr/fr/datasets/lagenda-des-rendez-vous-des-archives-departementales-de-haute-garonne-openagenda/,"**Animations, conférences, expositions, visites, ateliers...**

Plus connu pour son rôle de collecte et de conservation des documents, ce service public départemental joue aussi un rôle important en matière d’animation culturelle et pédagogique.

Tout au long de l’année, de nombreuses rencontres et activités gratuites sont proposées au public : conférences, ateliers d’initiation, ateliers créatifs, visites, expositions sont autant d'occasions de découvrir l’histoire et le patrimoine sous un nouvel angle.

Passionné ou simple curieux, chacun peut ainsi, grâce aux Archives départementales, découvrir la richesse de notre passé historique haut-garonnais, proche ou lointain, ou en approfondir sa connaissance pour mieux appréhender notre présent.

 _ **Contacts utiles**_

Archives départementales de la Haute-Garonne  
11, boulevard Griffoul-Dorval - 31400 Toulouse  
 **Téléphone :** 05 34 32 50 00   
**Courriel :** [archives.action.culturelle@cd31.fr](mailto:archives.action.culturelle@cd31.fr)

 **Site :** [archives.haute-garonne.fr  
](http://archives.haute-garonne.fr/) **Facebook :** [facebook.com/archives.hautegaronne/](https://www.facebook.com/archives.hautegaronne/)",AD | action-culturelle,Haute-Garonne,archives,Conseil départemental de la Haute-Garonne - Haute-Garonne Open Data,publié,5d4a4ce09ce2e7555cfae2df,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-08-07T06:00:32.916000,2022-11-07T09:36:45,0.56,0,0
Archives du Centre Communal d'Action Sociale de Sixt-sur-Aff,http://www.data.gouv.fr/fr/datasets/archives-du-centre-communal-daction-sociale-de-sixt-sur-aff/,"Bordereau de versement 1 W. Il s'agit d'un instrument de recherche librement consultable et téléchargeable.
Les documents et pièces d’archives conservés à vie représentent à ce jour 8,80 mètres linéaires.
En ce qui concerne les articles répertoriés : la loi du 15 juillet 2008 instaure un principe général de communicabilité immédiats et les articles L.213-1 à L.213-8 du Code du patrimoine fixent les délais de communicabilité.",AM | inventaires | histoire,Sixt-sur-Aff | Ille-et-Vilaine,archives,Commune de Sixt-sur-Aff,publié,5d1bb762634f41683a99b062,biennial,Licence Ouverte / Open Licence version 2.0,1969-01-01,2014-12-31,2019-07-02T21:58:26.052000,2019-10-01T11:57:49.801000,0.89,0,0
Les archives de la commune de Sixt-sur-Aff,http://www.data.gouv.fr/fr/datasets/les-archives-de-la-commune-de-sixt-sur-aff/,"Répertoire numérique détaillé et bordereau de versement 1 W. Il s'agit d'un instrument de recherche librement consultable et téléchargeable.
Les documents et pièces d’archives conservés à vie représentent à ce jour 104,70 mètres linéaires dont 31,10 ml d’archives modernes (documents produits avant 1983).
2 197 références ou entrées ont été répertoriées. Les plus anciens documents conservés datent de 1791.
En ce qui concerne les articles répertoriés : la loi du 15 juillet 2008 instaure un principe général de communicabilité immédiats et les articles L.213-1 à L.213-8 du Code du patrimoine fixent les délais de communicabilité.",AM | inventaires | histoire,Sixt-sur-Aff | Ille-et-Vilaine,archives,Commune de Sixt-sur-Aff,publié,5d1bb5e5634f41607f1bf9af,biennial,Licence Ouverte / Open Licence version 2.0,1791-01-01,2016-12-31,2019-07-02T21:52:05.971000,2019-10-01T11:56:33.163000,0.89,0,0
Transports en commun à Toulouse entre 1863 et 1957-Terminus,http://www.data.gouv.fr/fr/datasets/transports-en-commun-a-toulouse-entre-1863-et-1957-terminus-1/,"Tracés des différents modes de transport en commun (terminus) commune de Toulouse entre 1863 et 1957. Du temps des Omnibus de 1863 à 1882, de l’électrification du réseau et jusqu'à l’apogée du réseau électrique en 1934. Le jeu de données contient 5 tracés et 5 tables contenant les points des stations. Les données sont extraites d'Urban-hist, l'application cartographique qui présente l'histoire et l'évolution de la ville de Toulouse, disponible en ligne à l'adresse suivante : www.urban-hist.toulouse.fr En lien avec les données,l'album d'images ""c'était comment le tram avant ?"" publié sur la banque d'images Flickr, disponible en ligne à l'adresse suivante: https://www.flickr.com/photos/toulousefr/sets/72157638730301256/with/11402806476/ En complément, un contenu thématique (1 fichier.odt) extrait sur le site des Archives Municipales de Toulouse, disponible en ligne à l'adresse suivante: www.archives.mairie-toulouse.fr/index.php?id=448",AM | transport | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf858f99ce2e7510c46d41f,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:06:17.061000,2019-07-12T02:20:21.910000,0.44,0,0
Liste de délibérations du conseil municipal de 1909 à 1969 - Toulouse,http://www.data.gouv.fr/fr/datasets/liste-de-deliberations-du-conseil-municipal-de-1909-a-1969-toulouse-1/,"Listes des délibérations du conseil municipal de Toulouse de 1909 à 1969 publiées dans le Bulletin municipal de la ville et dépouillées par les Archives municipales dans le logiciel Avenio TM. Le Bulletin municipal de la Ville de Toulouse (PO1) est une publication officielle, émanant de l'institution municipale. La collection conservée par les Archives municipales compte 111 volumes et couvre une période allant de 1871 à 1969. Cette publication rassemble les comptes-rendus des conseils municipaux, les décisions, arrêtés et actes administratifs établis lors des conseils, ainsi que des documents statistiques mensuels retraçant l'activité économique et sociale de la commune. Pour les années 1926 à 1940, le Bulletin municipal comporte, en plus de la partie officielle, une partie non-officielle composée d'articles thématiques liés à l'actualité et aux grandes manifestations organisées dans la cité. Ainsi, un numéro spécial (octobre 1944) est même entièrement consacré à la Libération de Toulouse. Le jeu de données contient 4 champs indiquant le numéro d'ordre donné par les Archives, la date de la séance du conseil municipal, le titre de la délibération et la page du bulletin, la référence du bulletin municipal de la ville de Toulouse (PO1/année). Les données sont extraites de l'application Avenio, outil de gestion documentaire des Archives de Toulouse. Les données sont également disponibles en ligne à l'adresse suivante : http://basededonnees.archives.toulouse.fr/4DCGI/Web_DelibsRechGT/ILUMPxxxx. En lien avec les données, les fichiers pdf océrisés des exemplaires du bulletin municipal, disponibles en ligne à l'adresse suivante: http://basededonnees.archives.toulouse.fr/4DCGI/Web_VoirLaNotice/12_01/Po1/ILUMPxxxx. ""Voir les exemplaires bulletinés"", consulter les notices annuelles sur la période.",AM | délibération | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf858f69ce2e754d646d3ff,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:06:14.861000,2019-07-12T02:19:52.580000,0.56,0,0
Toulousains morts pour la France 1914-1919 - Ville de Toulouse,http://www.data.gouv.fr/fr/datasets/toulousains-morts-pour-la-france-1914-1919-ville-de-toulouse-1/,"Liste des Toulousains morts pour la France entre le 2 août 1914 et le 24 octobre 1919, soldats de l'armée de terre, inscrits dans la version du livre d'or du ministère des pensions conservée aux Archives municipales de Toulouse sous la référence 5H292.

Sont mentionnés les patronymes, prénoms, dates et lieux de naissance, régiments et grades, dates et lieux de décès de ces personnes.

La saisie a été effectuée par Isabelle Lagoda, Archives municipales de Toulouse en 2014 ; les vérifications et corrections ont été effectuées par Isabelle Lagoda et Catherine Bernard en 2014-2015, principalement grâce au relevé du livre d'or conservé aux Archives nationales dans [www.memorialgenweb.org,](http://www.memorialgenweb.org,) au [livre d'or conservé aux Archives nationales](https://www.siv.archives-nationales.culture.gouv.fr/siv/rechercheconsultation/consultation/multimedia/Galerie.action?mediaParam==?UTF-8?B?RlJEQUZBTjg1X09GOXYwNjYxODlfTC5qcGcjRlJEQUZBTjg1X09GOXYwNjY3NDJfTC5qcGc=?=&udTitle==?UTF-8?B?VE9VTE9VU0U=?=&xpointer=&mmName=), au site [Mémoire des hommes](http://www.memoiredeshommes.sga.defense.gouv.fr/fr/article.php%3Flarub%3D24%26titre%3Dmorts-pour-la-france-de-la-premiere-guerre-mondiale), aux registres matricules des [Archives départementales de la Haute-Garonne](http://archives.haute-garonne.fr) et d'autres départements en ligne, au [Geoportail ](http://www.geoportail.gouv.fr)et d'autres sites.

Des corrections peuvent encore être apportées dans l'avenir. En outre, toute proposition de correction ou information supplémentaire peut nous être transmise pour intégration dans le fichier.",AM | 1GM | liste-d'individus | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf858f306e3e710ecc3effe,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:06:11.631000,2019-07-12T02:20:27.623000,0.56,0,0
Transports en commun à Toulouse entre 1863 et 1957-Lignes,http://www.data.gouv.fr/fr/datasets/transports-en-commun-a-toulouse-entre-1863-et-1957-lignes-1/,"Tracés des différents modes de transport en commun (lignes) sur la commune de Toulouse entre 1863 et 1957. Du temps des Omnibus de 1863 à 1882, de l’électrification du réseau et jusqu'à l’apogée du réseau électrique en 1934. Le jeu de données contient 5 tracés et 5 tables contenant les points des stations. Les données sont extraites d'Urban-hist, l'application cartographique qui présente l'histoire et l'évolution de la ville de Toulouse, disponible en ligne à l'adresse suivante : www.urban-hist.toulouse.fr En lien avec les données,l'album d'images ""c'était comment le tram avant ?"" publié sur la banque d'images Flickr, disponible en ligne à l'adresse suivante: https://www.flickr.com/photos/toulousefr/sets/72157638730301256/with/11402806476/ En complément, un contenu thématique (1 fichier.odt) extrait sur le site des Archives Municipales de Toulouse, disponible en ligne à l'adresse suivante: www.archives.toulouse.fr/index.php?id=448",AM | transport | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf858b09ce2e750fa46d433,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:05:03.925000,2019-07-12T02:18:16.684000,0.44,0,0
Repères de crue,http://www.data.gouv.fr/fr/datasets/reperes-de-crue-1/,Localisation des repères de la crue historique de 1875 sur la commune de Toulouse.,AM | climat | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf858529ce2e750df46d41c,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:03:30.647000,2019-07-12T02:16:53.986000,0.33,0,0
Parcellaire de 1830 - Toulouse,http://www.data.gouv.fr/fr/datasets/parcellaire-de-1830-toulouse-1/,Parcellaire historique de Toulouse autour de 1830,AM | cadastre | histoire,Toulouse | Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5cf8584906e3e710bcc3f001,unknown,Open Data Commons Open Database License (ODbL),,,2019-06-06T02:03:21.429000,2019-07-12T02:17:30.081000,0.33,0,0
Liste des maires de la commune,http://www.data.gouv.fr/fr/datasets/liste-des-maires-de-la-commune/,Liste des maires de la commune depuis 1814,AM | liste-d'individus | histoire | chronologie,Boulogne-Billancourt | Hauts-de-Seine,archives,Ville de Boulogne-Billancourt,publié,5cce22f29ce2e77bd463a01f,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-05-05T01:40:34.326000,2019-08-02T12:35:56,0.44,0,0
HISTOIRE - Collection Cartes postales anciennes,http://www.data.gouv.fr/fr/datasets/histoire-collection-cartes-postales-anciennes/,,AM | cartes-postales | histoire,Brocas | Landes,archives,Commune de Brocas,publié,5cce15949ce2e74d93f1f4e4,unknown,License Not Specified,,,2019-05-05T00:43:32.537000,2019-07-12T02:02:18.688000,0.33,1,0
HISTOIRE - Liste_Maires,http://www.data.gouv.fr/fr/datasets/histoire-liste-maires/,Liste des maires de la commune de 1792 à aujourd'hui,AM | liste-d'individus | histoire | chronologie,Brocas | Landes,archives,Commune de Brocas,publié,5cce159306e3e74e34bf8522,unknown,Open Data Commons Open Database License (ODbL),,,2019-05-05T00:43:31.774000,2019-07-12T02:02:13.241000,0.33,0,0
HISTOIRE - Evolution_population,http://www.data.gouv.fr/fr/datasets/histoire-evolution-population/,Évolution de la population de la commune de 1793 à nos jours,AM | population | histoire,Brocas | Landes,archives,Commune de Brocas,publié,5cce15939ce2e74d9163a020,unknown,Open Data Commons Open Database License (ODbL),,,2019-05-05T00:43:31.770000,2019-07-12T02:02:12.778000,0.33,0,0
Les rendez-vous des Archives départementales,http://www.data.gouv.fr/fr/datasets/les-rendez-vous-des-archives-departementales-1/,"******Animations, conférences, expositions, visites, ateliers...**

Plus connu pour son rôle de collecte et de conservation des documents, ce service public départemental joue aussi un rôle important en matière d’animation culturelle et pédagogique.

Tout au long de l’année, de nombreuses rencontres et activités gratuites sont proposées au public : conférences, ateliers d’initiation, ateliers créatifs, visites, expositions sont autant d'occasions de découvrir l’histoire et le patrimoine sous un nouvel angle.

Passionné ou simple curieux, chacun peut ainsi, grâce aux Archives départementales, découvrir la richesse de notre passé historique haut-garonnais, proche ou lointain, ou en approfondir sa connaissance pour mieux appréhender notre présent.

**_Contacts utiles_**

**Archives départementales de la Haute-Garonne  
** 11, boulevard Griffoul-Dorval - 31400 Toulouse  
Téléphone : 05 34 32 50 00   
Courriel :  [archives.action.culturelle@cd31.fr](mailto:archives.action.culturelle@cd31.fr)

**Site :**  [archives.haute-garonne.fr  
](http://archives.haute-garonne.fr/)Facebook : [facebook.com/archives.hautegaronne/](https://www.facebook.com/archives.hautegaronne/)

* * *

Les photos qui vous sont proposées en téléchargement libre ont été réalisées par les photographes de l'atelier photo des Archives départementales de la Haute-Garonne. Merci de les créditer si vous utilisez ces photographies dans divers documents ou sites Internet.",AD | action-culturelle,Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5caaf2349ce2e753a68c381e,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-04-08T09:03:16.589000,2019-07-12T02:21:34.261000,0.44,0,0
Cadastre napoléonien,http://www.data.gouv.fr/fr/datasets/cadastre-napoleonien-1/,"Cadastre napoléonien des communes de Haute-Garonne de plus de 10000 habitants. Pour visualiser les plans cadastraux de toutes les communes de Haute-Garonne, rendez vous sur le site des Archives départementales.",AD | cadastre | histoire,Haute-Garonne,archives,Région Occitanie / Pyrénées Méditerranée,dépublié,5caaf2009ce2e753994fa84c,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-04-08T09:02:23.822000,2019-07-12T02:18:43.334000,0.44,0,0
Annuaire des services d'archives publiques en France,http://www.data.gouv.fr/fr/datasets/annuaire-des-services-darchives-publiques-en-france/,"Annuaire des services d'archives publiques en France.

Périodicité de la mise à jour : au fil de l'eau.

.",SIAF | AD | AM | AR,France,archives,Ministère de la Culture,publié,5c89d1f49ce2e742e0e27c29,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-03-14T05:00:52.254000,2022-11-13T23:00:30,0.33,0,0
Passeports intérieurs,http://www.data.gouv.fr/fr/datasets/passeports-interieurs/,"**Les passeports intérieurs (1830-1839)**

Les passeports intérieurs, créés au moment de la Révolution française et tombés en désuétude à la fin du 19e siècle, étaient nécessaires pour sortir d'un canton. 

Ils font partie des rares documents qui donnent une description physique de nos ancêtres.

Les documents mis en ligne couvrent, pour le moment, la période allant de 1830-1839. Grâce à une indexation fine réalisée en ligne par des volontaires, la recherche peut s'effectuer par de nombreuses entrées",AM | histoire | liste-d'individus | histoire,Saint-Brieuc | Côtes-d'Armor,archives,Archives municipales de Saint-Brieuc,publié,5c87e688634f411f40bb71cc,punctual,Creative Commons Attribution Share-Alike,1830-01-01,1839-12-31,2019-03-12T18:04:08.426000,2019-03-12T18:12:12.816000,1.00,0,0
Cartes postales,http://www.data.gouv.fr/fr/datasets/cartes-postales-1/,Ensemble de cartes postales portant principalement sur Saint-Brieuc,AM | cartes-postales | histoire,Saint-Brieuc | Côtes-d'Armor,archives,Archives municipales de Saint-Brieuc,publié,5c87d123634f4160599faba5,punctual,Creative Commons Attribution Share-Alike,1900-01-01,1980-01-01,2019-03-12T16:32:51.209000,2019-03-12T16:51:13.960000,0.89,0,0
Cartes postales des archives départementales de la Ville d'Issy-les-Moulineaux,http://www.data.gouv.fr/fr/datasets/cartes-postales-des-archives-departementales-de-la-ville-dissy-les-moulineaux/,"Cartes postales d'époque (1900-1944) consacrées au territoire d'Issy-les-Moulineaux conservées aux Archives départementales.

* * *

Les Archives départementales des Hauts-de-Seine conservent une importante collection de cartes postales constituée essentiellement à partir d’acquisitions.

Ce fonds de près de 10 500 cartes postales, illustrant les paysages urbains et champêtres des 36 communes des Hauts-de-Seine ainsi que les différents modes de locomotion à travers le temps, se compose de 3 sous-séries :

  * 9 Fi, Cartes postales anciennes (1900-1944),
  * 10 Fi, Cartes postales postérieures à la Seconde Guerre mondiale (1945 à nos jours)
  * 12 Fi 2, Collection Lapie (1950-1955).



Ces cartes postales, classées par communes et par thèmes, évoquent le passé de nos 36 communes : scènes de rues, marchés animés, promenades d’élégantes dans les bois ou les parcs. Le thème des transports y est largement représenté avec le chemin de fer, le tramway, l’automobile ou encore l’aviation.

Les Archives départementales proposent dans ce jeu de données la sous-série de cartes postales anciennes (9 Fi) consacrée à la période 1900 à 1944, sous-série tombée dans le domaine public. Cette collection mise en ligne est amenée à s’enrichir régulièrement au fur et à mesure de l’avancée des opérations de numérisation de ce fonds iconographique.

 ****",AD | cartes-postales | histoire,Issy-les-Moulineaux | Hauts-de-Seine,archives,Ville d'Issy-les-Moulineaux,dépublié,5c8745bd9ce2e738a4e27c1e,unknown,Licence Ouverte / Open Licence version 2.0,,,2019-03-12T06:38:05.292000,2019-02-21T15:03:55,0.44,0,0
Données mises à disposition par les Archives départementales de Saône-et-Loire,http://www.data.gouv.fr/fr/datasets/donnees-mises-a-disposition-par-les-archives-departementales-de-saone-et-loire/,"Le Département de Saône-et-Loire mène une politique active de numérisation de son patrimoine archivistique et de mise à disposition, via internet, des ressources numérisées et des bases de données des Archives départementales. Plus de 4 millions d'images sont ainsi consultables sur www.archives71.fr (état civil, listes nominatives de recensement de population, registres matricules militaires, plans, cartes postales, photographies, inventaire du patrimoine, plans cadastraux, états de section…).

Cette volonté de diffusion est illustrée par la mise à disposition, en Open Data, de quatre bases de données et images, illustrant particulièrement le territoire saône-et-loirien :
- **plans du cadastre du XIXe** s : réalisés dès 1808 pour se terminer, pour les plus tardifs, vers 1850, les plans du cadastre ancien dit napoléonien sont une ressource essentielle pour l'histoire des terroirs, des biens et des personnes. 
- **cartes postales** : paysages, personnages, sites, monuments de Saône-et-Loire, plus de 10000 images et leur description sont disponibles via ce jeu de données.
- **photographies aériennes** : clichés réalisés lors de campagnes photographiques effectuées entre la fin des années 1950 et 1968 par la société d'exploitation de la photographie Roger Henrard et acquis par le Département de Saône-et-Loire. Ces vues aériennes fixent l’image des villes reconstruites après la seconde guerre mondiale et l’évolution des paysages.
- **inventaire du patrimoine** : cette base de données concerne les édifices et objets remarquables de Saône-et-Loire recensés au titre de l'inventaire départemental, des années 1960 aux années 1980, par Raymond et Anne-Marie Oursel.
",AD | cartes-et-plans | photographies | cadastre | histoire,Saône-et-Loire,archives,Département de Saône-et-Loire,publié,5c8266978b4c4120a968bd91,punctual,Licence Ouverte / Open Licence,,,2019-03-08T13:56:55.776000,2019-04-03T16:56:39.738000,0.78,0,0
